Project,Year,Month,Date,State,County,Site.Name,Coordinates,Block,Treatment,Site..Type,CollectionID,INHS.Barcode,Family,Genus,Species,Latin.Binomial,Station,Trap,Position,AM.PM,Flower.Association,Collector,Determined.By,Sex,Voutcher,Deposit
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9246333333333, -88.25465",5,GS,5GS,4573,,Apidae,Ceratina,dupla,Ceratina dupla,b,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9246333333333, -88.25465",5,GS,5GS,4574,,Apidae,Ceratina,dupla,Ceratina dupla,b,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9246333333333, -88.25465",5,GS,5GS,4575,,Apidae,Ceratina,dupla,Ceratina dupla,b,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9246333333333, -88.25465",5,GS,5GS,4576,,Apidae,Ceratina,dupla,Ceratina dupla,a,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9246333333333, -88.25465",5,GS,5GS,4577,,Apidae,Ceratina,dupla,Ceratina dupla,b,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9246333333333, -88.25465",5,GS,5GS,4578,,Apidae,Ceratina,dupla,Ceratina dupla,b,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9246333333333, -88.25465",5,GS,5GS,4579,,Apidae,Ceratina,dupla,Ceratina dupla,e,W,G,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9246333333333, -88.25465",5,GS,5GS,4580,,Apidae,Ceratina,dupla,Ceratina dupla,e,W,G,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9246333333333, -88.25465",5,GS,5GS,4581,,Apidae,Ceratina,dupla,Ceratina dupla,e,W,G,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9246333333333, -88.25465",5,GS,5GS,4582,,Apidae,Ceratina,dupla,Ceratina dupla,e,W,G,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9276166666666, -88.24665",5,DS,5DS,4583,,Apidae,Ceratina,dupla,Ceratina dupla,c,W,G,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9276166666666, -88.24665",5,DS,5DS,4584,,Apidae,Ceratina,dupla,Ceratina dupla,c,W,G,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9276166666666, -88.24665",5,DS,5DS,4585,,Apidae,Ceratina,dupla,Ceratina dupla,c,W,G,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9246333333333, -88.25465",5,GS,5GS,4586,,Apidae,Ceratina,dupla,Ceratina dupla,d,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9246333333333, -88.25465",5,GS,5GS,4587,,Apidae,Ceratina,dupla,Ceratina dupla,d,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9246333333333, -88.25465",5,GS,5GS,4588,,Apidae,Ceratina,dupla,Ceratina dupla,d,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9246333333333, -88.25465",5,GS,5GS,4589,,Apidae,Ceratina,dupla,Ceratina dupla,d,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9246333333333, -88.25465",5,GS,5GS,4590,,Apidae,Ceratina,dupla,Ceratina dupla,d,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9246333333333, -88.25465",5,GS,5GS,4591,,Apidae,Ceratina,dupla,Ceratina dupla,d,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9246333333333, -88.25465",5,GS,5GS,4592,,Apidae,Ceratina,dupla,Ceratina dupla,d,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9276166666666, -88.24665",5,DS,5DS,4593,,Apidae,Ceratina,dupla,Ceratina dupla,d,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9276166666666, -88.24665",5,DS,5DS,4594,,Apidae,Ceratina,dupla,Ceratina dupla,d,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9276166666666, -88.24665",5,DS,5DS,4595,,Apidae,Ceratina,dupla,Ceratina dupla,d,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4596,,Apidae,Ceratina,dupla,Ceratina dupla,a,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4597,,Apidae,Ceratina,dupla,Ceratina dupla,a,V,,,,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4598,,Apidae,Ceratina,dupla,Ceratina dupla,a,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4599,,Apidae,Ceratina,dupla,Ceratina dupla,a,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4600,,Apidae,Ceratina,dupla,Ceratina dupla,a,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4601,,Apidae,Ceratina,dupla,Ceratina dupla,a,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4602,,Apidae,Ceratina,dupla,Ceratina dupla,a,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4603,,Apidae,Ceratina,dupla,Ceratina dupla,a,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4604,,Apidae,Ceratina,dupla,Ceratina dupla,a,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4605,,Apidae,Ceratina,dupla,Ceratina dupla,a,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4606,,Apidae,Ceratina,dupla,Ceratina dupla,a,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4607,,Apidae,Ceratina,dupla,Ceratina dupla,a,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4608,,Apidae,Ceratina,dupla,Ceratina dupla,a,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4609,,Apidae,Ceratina,dupla,Ceratina dupla,a,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4610,,Apidae,Ceratina,dupla,Ceratina dupla,a,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4611,,Apidae,Ceratina,dupla,Ceratina dupla,a,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4612,,Apidae,Ceratina,dupla,Ceratina dupla,a,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4613,,Apidae,Ceratina,dupla,Ceratina dupla,a,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4614,,Apidae,Ceratina,dupla,Ceratina dupla,a,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4615,,Apidae,Ceratina,dupla,Ceratina dupla,a,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4616,,Apidae,Ceratina,dupla,Ceratina dupla,a,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4617,,Apidae,Ceratina,dupla,Ceratina dupla,a,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4618,,Apidae,Ceratina,dupla,Ceratina dupla,a,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4619,,Apidae,Ceratina,dupla,Ceratina dupla,a,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4620,,Apidae,Ceratina,dupla,Ceratina dupla,a,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4621,,Apidae,Ceratina,dupla,Ceratina dupla,a,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4622,,Apidae,Ceratina,dupla,Ceratina dupla,a,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4623,,Apidae,Ceratina,dupla,Ceratina dupla,a,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4624,,Apidae,Ceratina,dupla,Ceratina dupla,a,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4625,,Apidae,Ceratina,dupla,Ceratina dupla,a,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4626,,Apidae,Ceratina,dupla,Ceratina dupla,a,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4627,,Apidae,Ceratina,dupla,Ceratina dupla,a,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4628,,Apidae,Ceratina,dupla,Ceratina dupla,a,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4629,,Apidae,Ceratina,dupla,Ceratina dupla,a,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4630,,Apidae,Ceratina,dupla,Ceratina dupla,a,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4631,,Apidae,Ceratina,dupla,Ceratina dupla,a,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4632,,Apidae,Ceratina,dupla,Ceratina dupla,a,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4633,,Apidae,Ceratina,dupla,Ceratina dupla,a,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4634,,Apidae,Ceratina,dupla,Ceratina dupla,b,V,,,,B. Decker,M. Arduser,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4635,,Apidae,Ceratina,dupla,Ceratina dupla,b,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4636,,Apidae,Ceratina,dupla,Ceratina dupla,b,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4637,,Apidae,Ceratina,dupla,Ceratina dupla,b,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4638,,Apidae,Ceratina,dupla,Ceratina dupla,b,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4639,,Apidae,Ceratina,dupla,Ceratina dupla,b,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4640,,Apidae,Ceratina,dupla,Ceratina dupla,b,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4641,,Apidae,Ceratina,dupla,Ceratina dupla,b,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4642,,Apidae,Ceratina,dupla,Ceratina dupla,b,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4643,,Apidae,Ceratina,dupla,Ceratina dupla,b,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4644,,Apidae,Ceratina,dupla,Ceratina dupla,a,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4645,,Apidae,Ceratina,dupla,Ceratina dupla,a,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4646,,Apidae,Ceratina,dupla,Ceratina dupla,a,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4647,,Apidae,Ceratina,dupla,Ceratina dupla,a,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4648,,Apidae,Ceratina,dupla,Ceratina dupla,a,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4649,,Apidae,Ceratina,dupla,Ceratina dupla,a,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4650,,Apidae,Ceratina,dupla,Ceratina dupla,a,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4651,,Apidae,Ceratina,dupla,Ceratina dupla,a,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4652,,Apidae,Ceratina,dupla,Ceratina dupla,a,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4653,,Apidae,Ceratina,dupla,Ceratina dupla,a,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4654,,Apidae,Ceratina,dupla,Ceratina dupla,a,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4655,,Apidae,Ceratina,dupla,Ceratina dupla,a,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4656,,Apidae,Ceratina,dupla,Ceratina dupla,a,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4657,,Apidae,Ceratina,dupla,Ceratina dupla,a,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4658,,Apidae,Ceratina,dupla,Ceratina dupla,a,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4659,,Apidae,Ceratina,dupla,Ceratina dupla,a,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4660,,Apidae,Ceratina,dupla,Ceratina dupla,a,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4661,,Apidae,Ceratina,dupla,Ceratina dupla,e,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4662,,Apidae,Ceratina,dupla,Ceratina dupla,b,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4663,,Apidae,Ceratina,dupla,Ceratina dupla,b,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4664,,Apidae,Ceratina,dupla,Ceratina dupla,b,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4665,,Apidae,Ceratina,dupla,Ceratina dupla,b,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4666,,Apidae,Ceratina,dupla,Ceratina dupla,b,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4667,,Apidae,Ceratina,dupla,Ceratina dupla,b,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4668,,Apidae,Ceratina,dupla,Ceratina dupla,b,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4669,,Apidae,Ceratina,dupla,Ceratina dupla,b,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4670,,Apidae,Ceratina,dupla,Ceratina dupla,b,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4671,,Apidae,Ceratina,dupla,Ceratina dupla,b,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4672,,Apidae,Ceratina,dupla,Ceratina dupla,b,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4673,,Apidae,Ceratina,dupla,Ceratina dupla,b,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4674,,Apidae,Ceratina,dupla,Ceratina dupla,b,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4675,,Apidae,Ceratina,dupla,Ceratina dupla,b,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4676,,Apidae,Ceratina,dupla,Ceratina dupla,b,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4677,,Apidae,Ceratina,dupla,Ceratina dupla,b,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4678,,Apidae,Ceratina,dupla,Ceratina dupla,b,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4679,,Apidae,Ceratina,dupla,Ceratina dupla,b,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4680,,Apidae,Ceratina,dupla,Ceratina dupla,b,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4681,,Apidae,Ceratina,dupla,Ceratina dupla,b,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4682,,Apidae,Ceratina,dupla,Ceratina dupla,b,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4683,,Apidae,Ceratina,dupla,Ceratina dupla,b,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4684,,Apidae,Ceratina,dupla,Ceratina dupla,b,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4685,,Apidae,Ceratina,dupla,Ceratina dupla,b,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4686,,Apidae,Ceratina,dupla,Ceratina dupla,b,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4687,,Apidae,Ceratina,dupla,Ceratina dupla,b,V,,,,B. Decker,B. Decker,F,Y,Other
