Project,Year,Month,Date,State,County,Site.Name,Coordinates,Block,Treatment,Site..Type,CollectionID,INHS.Barcode,Family,Genus,Species,Latin.Binomial,Station,Trap,Position,AM.PM,Flower.Association,Collector,Determined.By,Sex,Voutcher,Deposit
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4688,,Apidae,Ceratina,dupla,Ceratina dupla,b,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4689,,Apidae,Ceratina,dupla,Ceratina dupla,b,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4690,,Apidae,Ceratina,dupla,Ceratina dupla,b,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4691,,Apidae,Ceratina,dupla,Ceratina dupla,b,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4692,,Apidae,Ceratina,dupla,Ceratina dupla,b,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4693,,Apidae,Ceratina,dupla,Ceratina dupla,b,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4694,,Apidae,Ceratina,dupla,Ceratina dupla,b,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4695,,Apidae,Ceratina,dupla,Ceratina dupla,b,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4696,,Apidae,Ceratina,dupla,Ceratina dupla,b,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4697,,Apidae,Ceratina,dupla,Ceratina dupla,d,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4698,,Apidae,Ceratina,dupla,Ceratina dupla,e,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4699,,Apidae,Ceratina,dupla,Ceratina dupla,e,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9246333333333, -88.25465",5,GS,5GS,4700,,Apidae,Ceratina,dupla,Ceratina dupla,a,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9246333333333, -88.25465",5,GS,5GS,4701,,Apidae,Ceratina,dupla,Ceratina dupla,a,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9246333333333, -88.25465",5,GS,5GS,4702,,Apidae,Ceratina,dupla,Ceratina dupla,a,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9246333333333, -88.25465",5,GS,5GS,4703,,Apidae,Ceratina,dupla,Ceratina dupla,a,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9246333333333, -88.25465",5,GS,5GS,4704,,Apidae,Ceratina,dupla,Ceratina dupla,a,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9246333333333, -88.25465",5,GS,5GS,4705,,Apidae,Ceratina,dupla,Ceratina dupla,a,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9246333333333, -88.25465",5,GS,5GS,4706,,Apidae,Ceratina,dupla,Ceratina dupla,a,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9246333333333, -88.25465",5,GS,5GS,4707,,Apidae,Ceratina,dupla,Ceratina dupla,a,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9246333333333, -88.25465",5,GS,5GS,4708,,Apidae,Ceratina,dupla,Ceratina dupla,a,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9246333333333, -88.25465",5,GS,5GS,4709,,Apidae,Ceratina,dupla,Ceratina dupla,a,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9246333333333, -88.25465",5,GS,5GS,4710,,Apidae,Ceratina,dupla,Ceratina dupla,a,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4711,,Apidae,Ceratina,dupla,Ceratina dupla,c,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4712,,Apidae,Ceratina,dupla,Ceratina dupla,c,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4713,,Apidae,Ceratina,dupla,Ceratina dupla,c,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4714,,Apidae,Ceratina,dupla,Ceratina dupla,c,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4715,,Apidae,Ceratina,dupla,Ceratina dupla,c,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4716,,Apidae,Ceratina,dupla,Ceratina dupla,c,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4717,,Apidae,Ceratina,dupla,Ceratina dupla,c,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4718,,Apidae,Ceratina,dupla,Ceratina dupla,c,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4719,,Apidae,Ceratina,dupla,Ceratina dupla,c,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4720,,Apidae,Ceratina,dupla,Ceratina dupla,c,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4721,,Apidae,Ceratina,dupla,Ceratina dupla,c,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4722,,Apidae,Ceratina,dupla,Ceratina dupla,c,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4723,,Apidae,Ceratina,dupla,Ceratina dupla,c,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4724,,Apidae,Ceratina,dupla,Ceratina dupla,c,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4725,,Apidae,Ceratina,dupla,Ceratina dupla,c,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4726,,Apidae,Ceratina,dupla,Ceratina dupla,c,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4727,,Apidae,Ceratina,dupla,Ceratina dupla,c,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4728,,Apidae,Ceratina,dupla,Ceratina dupla,c,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4729,,Apidae,Ceratina,dupla,Ceratina dupla,c,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4730,,Apidae,Ceratina,dupla,Ceratina dupla,c,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4731,,Apidae,Ceratina,dupla,Ceratina dupla,c,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4732,,Apidae,Ceratina,dupla,Ceratina dupla,c,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4733,,Apidae,Ceratina,dupla,Ceratina dupla,c,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4734,,Apidae,Ceratina,dupla,Ceratina dupla,c,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4735,,Apidae,Ceratina,dupla,Ceratina dupla,d,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4736,,Apidae,Ceratina,dupla,Ceratina dupla,d,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4737,,Apidae,Ceratina,dupla,Ceratina dupla,d,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4738,,Apidae,Ceratina,dupla,Ceratina dupla,e,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4739,,Apidae,Ceratina,dupla,Ceratina dupla,d,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4740,,Apidae,Ceratina,dupla,Ceratina dupla,e,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4741,,Apidae,Ceratina,dupla,Ceratina dupla,d,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4742,,Apidae,Ceratina,dupla,Ceratina dupla,d,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4743,,Apidae,Ceratina,dupla,Ceratina dupla,d,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4744,,Apidae,Ceratina,dupla,Ceratina dupla,d,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4745,,Apidae,Ceratina,dupla,Ceratina dupla,d,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4746,,Apidae,Ceratina,dupla,Ceratina dupla,d,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4747,,Apidae,Ceratina,dupla,Ceratina dupla,d,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4748,,Apidae,Ceratina,dupla,Ceratina dupla,d,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9246333333333, -88.25465",5,GS,5GS,4749,,Apidae,Ceratina,dupla,Ceratina dupla,b,V,,,,B. Decker,B. Decker,M,Y,INHS
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9276166666666, -88.24665",5,DS,5DS,4769,,Apidae,Ceratina,dupla,Ceratina dupla,d,B,G,,,B. Decker,B. Decker,M,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9276166666666, -88.24665",5,DS,5DS,4770,,Apidae,Ceratina,dupla,Ceratina dupla,c,W,G,,,B. Decker,B. Decker,M,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9276166666666, -88.24665",5,DS,5DS,4771,,Apidae,Ceratina,dupla,Ceratina dupla,a,B,G,,,B. Decker,B. Decker,M,Y,INHS
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9276166666666, -88.24665",5,DS,5DS,4772,,Apidae,Ceratina,dupla,Ceratina dupla,b,W,O,,,B. Decker,B. Decker,M,Y,INHS
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9276166666666, -88.24665",5,DS,5DS,4773,,Apidae,Ceratina,dupla,Ceratina dupla,b,W,O,,,B. Decker,B. Decker,M,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9276166666666, -88.24665",5,DS,5DS,4774,,Apidae,Ceratina,dupla,Ceratina dupla,e,V,,,,B. Decker,B. Decker,M,Y,INHS
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4775,,Apidae,Ceratina,dupla,Ceratina dupla,b,V,,,,B. Decker,B. Decker,M,Y,INHS
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9246333333333, -88.25465",5,GS,5GS,4776,,Apidae,Ceratina,dupla,Ceratina dupla,,A,,PM,RUFL,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4784,,Apidae,Ceratina,dupla,Ceratina dupla,a,W,O,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,May,5/14/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4785,,Apidae,Ceratina,dupla,Ceratina dupla,d,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,June,6/12/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9276166666666, -88.24665",5,DS,5DS,4786,,Apidae,Ceratina,dupla,Ceratina dupla,e,V,,,,B. Decker,B. Decker,M,Y,INHS
Decker_Burn Season,2017,June,6/12/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9276166666666, -88.24665",5,DS,5DS,4787,,Apidae,Ceratina,dupla,Ceratina dupla,e,V,,,,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2017,June,6/12/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9246333333333, -88.25465",5,GS,5GS,4788,,Apidae,Ceratina,dupla,Ceratina dupla,d,B,O,,,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2017,June,6/12/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9246333333333, -88.25465",5,GS,5GS,4789,,Apidae,Ceratina,dupla,Ceratina dupla,d,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,June,6/12/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9246333333333, -88.25465",5,GS,5GS,4790,,Apidae,Ceratina,dupla,Ceratina dupla,a,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,June,6/12/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9246333333333, -88.25465",5,GS,5GS,4791,,Apidae,Ceratina,dupla,Ceratina dupla,a,V,,,,B. Decker,M. Arduser,F,Y,INHS
Decker_Burn Season,2017,June,6/12/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9246333333333, -88.25465",5,GS,5GS,4792,,Apidae,Ceratina,dupla,Ceratina dupla,b,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,June,6/12/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9246333333333, -88.25465",5,GS,5GS,4793,,Apidae,Ceratina,dupla,Ceratina dupla,c,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,June,6/12/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9246333333333, -88.25465",5,GS,5GS,4794,,Apidae,Ceratina,dupla,Ceratina dupla,b,B,O,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,June,6/11/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4795,,Apidae,Ceratina,dupla,Ceratina dupla,b,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,June,6/11/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4796,,Apidae,Ceratina,dupla,Ceratina dupla,e,V,,,,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2017,June,6/11/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4797,,Apidae,Ceratina,dupla,Ceratina dupla,e,V,,,,B. Decker,B. Decker,M,Y,Other
Decker_Burn Season,2017,June,6/11/2017,Illinois,Jasper,Gillespie Property,"38.9015833333333, -88.2591",6,DS,6DS,4798,,Apidae,Ceratina,dupla,Ceratina dupla,c,V,,,,B. Decker,B. Decker,M,Y,INHS
Decker_Burn Season,2017,June,6/11/2017,Illinois,Jasper,Gillespie Property,"38.9015833333333, -88.2591",6,DS,6DS,4799,,Apidae,Ceratina,dupla,Ceratina dupla,c,V,,,,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2017,June,6/11/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4800,,Apidae,Ceratina,dupla,Ceratina dupla,b,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,June,6/11/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4801,,Apidae,Ceratina,dupla,Ceratina dupla,e,V,,,,B. Decker,B. Decker,M,Y,INHS
Decker_Burn Season,2017,June,6/11/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4802,,Apidae,Ceratina,dupla,Ceratina dupla,b,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,June,6/11/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4803,,Apidae,Ceratina,dupla,Ceratina dupla,b,B,G,,,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2017,June,6/11/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,4804,,Apidae,Ceratina,dupla,Ceratina dupla,a,B,G,,,B. Decker,B. Decker,M,Y,INHS
Decker_Burn Season,2017,June,6/11/2017,Illinois,Jasper,Gillespie Property,"38.9015833333333, -88.2591",6,DS,6DS,4805,,Apidae,Ceratina,dupla,Ceratina dupla,a,B,G,,,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2017,June,6/11/2017,Illinois,Jasper,Gillespie Property,"38.9015833333333, -88.2591",6,DS,6DS,4806,,Apidae,Ceratina,dupla,Ceratina dupla,c,B,G,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,June,6/11/2017,Illinois,Jasper,Gillespie Property,"38.9015833333333, -88.2591",6,DS,6DS,4807,,Apidae,Ceratina,dupla,Ceratina dupla,a,B,G,,,B. Decker,B. Decker,M,Y,INHS
Decker_Burn Season,2017,June,6/13/2017,Illinois,Marion,Forbes State Park,"38.7339, -88.7894833333333",7,DS,7DS,4808,,Apidae,Ceratina,dupla,Ceratina dupla,b,V,,,,B. Decker,B. Decker,M,Y,INHS
Decker_Burn Season,2017,June,6/13/2017,Illinois,Marion,Forbes State Park,"38.7339, -88.7894833333333",7,DS,7DS,4809,,Apidae,Ceratina,dupla,Ceratina dupla,c,V,,,,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2017,June,6/13/2017,Illinois,Marion,PRSNA Soldner Tract,"38.7672333333333, -88.79895",7,GS,7GS,4810,,Apidae,Ceratina,dupla,Ceratina dupla,b,V,,,,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2017,June,6/13/2017,Illinois,Marion,PRSNA Soldner Tract,"38.7672333333333, -88.79895",7,GS,7GS,4811,,Apidae,Ceratina,dupla,Ceratina dupla,b,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,June,6/13/2017,Illinois,Marion,PRSNA Soldner Tract,"38.7672333333333, -88.79895",7,GS,7GS,4812,,Apidae,Ceratina,dupla,Ceratina dupla,a,V,,,,B. Decker,B. Decker,M,Y,INHS
Decker_Burn Season,2017,June,6/13/2017,Illinois,Marion,PRSNA Soldner Tract,"38.7672333333333, -88.79895",7,GS,7GS,4813,,Apidae,Ceratina,dupla,Ceratina dupla,b,V,,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,July,7/10/2017,Illinois,Marion,PRSNA Soldner Tract,"38.7672333333333, -88.79895",7,GS,7GS,5235,,Apidae,Ceratina,dupla,Ceratina dupla,e,V,,,,B. Decker,M. Arduser,F,Y,Other
Decker_Burn Season,2017,July,7/9/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9246333333333, -88.25465",5,GS,5GS,5245,,Apidae,Ceratina,dupla,Ceratina dupla,e,W,G,,,B. Decker,M. Arduser,M,Y,INHS
Decker_Burn Season,2017,July,7/8/2017,Illinois,Jasper,Gillespie Property,"38.9015833333333, -88.2591",6,DS,6DS,5275,,Apidae,Ceratina,dupla,Ceratina dupla,d,V,,,,B. Decker,M. Arduser,F,Y,INHS
Decker_Burn Season,2017,July,7/9/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9246333333333, -88.25465",5,GS,5GS,5310,,Apidae,Ceratina,dupla,Ceratina dupla,e,W,G,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,July,7/9/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9246333333333, -88.25465",5,GS,5GS,5311,,Apidae,Ceratina,dupla,Ceratina dupla,d,B,O,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,July,7/9/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9246333333333, -88.25465",5,GS,5GS,5312,,Apidae,Ceratina,dupla,Ceratina dupla,d,B,O,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,July,7/8/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,5313,,Apidae,Ceratina,dupla,Ceratina dupla,a,W,G,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,July,7/8/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,5314,,Apidae,Ceratina,dupla,Ceratina dupla,a,W,G,,,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2017,July,7/8/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,5315,,Apidae,Ceratina,dupla,Ceratina dupla,,,O,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,July,7/8/2017,Illinois,Jasper,Gillespie Property,"38.9016666666666, -88.2549",6,GS,6GS,5316,,Apidae,Ceratina,dupla,Ceratina dupla,d,B,G,,,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2017,July,7/9/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9276166666666, -88.24665",5,DS,5DS,5317,,Apidae,Ceratina,dupla,Ceratina dupla,c,B,O,,,B. Decker,B. Decker,F,Y,INHS
Decker_Burn Season,2017,July,7/9/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9276166666666, -88.24665",5,DS,5DS,5318,,Apidae,Ceratina,dupla,Ceratina dupla,c,W,O,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,July,7/9/2017,Illinois,Jasper,PRSNA Fuson Tract,"38.9246333333333, -88.25465",5,GS,5GS,5319,,Apidae,Ceratina,dupla,Ceratina dupla,b,B,O,,,B. Decker,B. Decker,F,Y,Other
Decker_Burn Season,2017,July,7/10/2017,Illinois,Marion,PRSNA Soldner Tract,"38.7672333333333, -88.79895",7,GS,7GS,5320,,Apidae,Ceratina,dupla,Ceratina dupla,e,B,G,,,B. Decker,B. Decker,F,Y,Other
